event_id,customer_id,event_type,amount,payment_method,failure_reason,retry_count,previous_contact_count,customer_lifetime_value,previous_success_rate,customer_engagement,hours_since_event,event_timestamp
457f8cad-d5b8-4b43-acb9-0e02ffbf1ceb,CUST_2743,payment_failure,29703.26,netbanking,payment_timeout,2,4,2619.41,0.33,0.51,46,2026-08-23T17:03:59.322451
25ef66f6-e35e-40b9-a583-2d2d58fa7a76,CUST_1319,checkout_abandonment,15707.51,upi,price_hesitation,4,0,270150.14,0.81,0.32,154,2026-08-19T05:03:59.322451
976f0029-2bcf-4c22-aa7b-20b2aba28f73,CUST_9727,subscription_failure,24325.5,card,insufficient_funds,0,0,284111.11,0.39,0.82,125,2026-08-20T10:03:59.322451
de578052-c20e-4b90-9d41-01da51327df7,CUST_4295,overdue_invoice,94711.44,netbanking,forgotten_invoice,4,3,264309.22,0.33,0.93,55,2026-08-23T08:03:59.322451
22fdc652-d267-4dde-9123-4ffd3bc48139,CUST_4770,subscription_failure,44090.96,card,mandate_failed,1,0,61381.09,0.61,0.02,87,2026-08-22T00:03:59.322451
08b4aec7-0c66-4b23-aa12-3e901bf7e2c0,CUST_5562,payment_failure,70930.17,wallet,temporary_bank_failure,0,2,34632.76,0.25,0.51,19,2026-08-24T20:03:59.322451
7b246939-678d-4b9e-903d-db31b4a97462,CUST_2588,checkout_abandonment,72473.58,wallet,price_hesitation,1,3,288529.61,0.91,0.19,105,2026-08-21T06:03:59.322451
bdad48e9-97bc-4ba5-883d-c766acea1230,CUST_2790,overdue_invoice,41404.68,card,invoice_dispute,0,0,28031.42,0.89,0.73,104,2026-08-21T07:03:59.322451
89266f81-bc24-415d-bc67-a31a5b37d83b,CUST_2604,checkout_abandonment,53860.43,upi,high_friction,3,1,92560.53,0.31,0.44,20,2026-08-24T19:03:59.322451
355d5b38-b989-4c5d-808f-edda680a37f4,CUST_1960,payment_failure,92673.51,card,authentication_failed,3,3,83989.24,0.88,0.86,55,2026-08-23T08:03:59.322451
4e09a81e-fc4e-4013-8c37-9c6307d6b127,CUST_8973,payment_failure,98538.23,card,temporary_bank_failure,3,2,392251.23,0.41,0.7,109,2026-08-21T02:03:59.322451
a05f2ab4-e321-4484-bdf5-6f23a3197804,CUST_8811,subscription_failure,22161.24,card,mandate_failed,0,5,368132.85,0.25,0.06,81,2026-08-22T06:03:59.322451
a2a1e6f6-12e8-405e-ba5c-df0ef6dc59b6,CUST_5033,payment_failure,85208.58,upi,payment_timeout,1,3,34912.47,0.25,0.94,31,2026-08-24T08:03:59.322451
e510d890-b8a5-4634-bbfa-d86c1c9d443a,CUST_7484,payment_failure,42212.88,card,technical_error,2,1,261868.58,0.67,0.24,81,2026-08-22T06:03:59.322451
3db8270d-28bc-4e91-9a31-20457a604775,CUST_2200,overdue_invoice,31959.63,card,cash_flow_issue,3,4,37199.01,0.8,1.0,145,2026-08-19T14:03:59.322451
e6c84063-6480-4dbb-91e7-746783bd560d,CUST_9900,checkout_abandonment,93359.31,netbanking,high_friction,2,2,439755.85,0.9,0.44,41,2026-08-23T22:03:59.322451
5e826857-9f64-4ca0-9627-158902052141,CUST_3546,subscription_failure,93209.73,netbanking,card_expired,2,0,439185.36,0.28,0.74,28,2026-08-24T11:03:59.322451
7d0c36a6-dab3-487a-ba75-6d84da7e7420,CUST_1832,checkout_abandonment,71902.41,upi,unknown,2,4,317484.74,0.36,0.25,126,2026-08-20T09:03:59.322451
f7f38cee-d2f7-4692-b7c2-53327e5443c5,CUST_8007,subscription_failure,4886.63,upi,mandate_failed,2,1,66279.01,0.47,0.55,114,2026-08-20T21:03:59.322451
1c5bee39-2c10-42a8-9b0d-33d9b6a56923,CUST_8041,payment_failure,94532.57,card,insufficient_funds,0,2,75378.09,0.75,0.55,150,2026-08-19T09:03:59.322451
d7fb0314-d3ab-4f6d-b4c3-b25a7e383545,CUST_2684,subscription_failure,36782.83,netbanking,authentication_failed,0,2,486125.94,0.95,0.68,54,2026-08-23T09:03:59.322451
4aa0e37b-bcf9-41a0-b42f-2a2edcb18f44,CUST_6442,checkout_abandonment,92613.5,wallet,payment_method_unavailable,1,3,82088.38,0.39,0.18,7,2026-08-25T08:03:59.322451
7d1ad86d-aa05-4c0f-8dfe-4d7becb56485,CUST_8541,subscription_failure,16340.19,netbanking,card_expired,0,3,191888.32,0.76,0.2,57,2026-08-23T06:03:59.322451
f183b8dd-f02f-4a57-a96b-67d78c244d30,CUST_9346,checkout_abandonment,22680.89,wallet,price_hesitation,2,0,199834.52,0.73,0.35,72,2026-08-22T15:03:59.322451
b27b9c2d-8a29-40d1-9fc5-6fa70c0d7f0c,CUST_6663,payment_failure,11976.5,netbanking,authentication_failed,2,0,90105.34,0.98,0.6,28,2026-08-24T11:03:59.322451
459e9214-ecb1-4528-8356-ee097b2d776f,CUST_9821,payment_failure,38826.95,card,technical_error,3,0,128106.53,0.66,0.93,134,2026-08-20T01:03:59.322451
769ff65f-d4fb-4dc2-a306-78347b7dfa5a,CUST_5920,overdue_invoice,7462.39,netbanking,forgotten_invoice,2,5,165769.82,0.73,0.72,32,2026-08-24T07:03:59.322451
5265ecb4-c8e5-4803-abdd-ace90cadb0f4,CUST_3851,subscription_failure,40538.84,netbanking,authentication_failed,3,5,64516.61,0.44,0.68,98,2026-08-21T13:03:59.322451
22c57c02-f671-4d2a-b79d-28934c3d7edf,CUST_8244,payment_failure,30735.56,card,payment_timeout,4,5,393093.65,0.37,0.46,83,2026-08-22T04:03:59.322451
73ee5f85-d5e6-4579-be3a-6299107448c6,CUST_6491,overdue_invoice,79476.67,upi,invoice_dispute,0,2,368244.76,0.97,0.66,132,2026-08-20T03:03:59.322451
4f3fb636-3528-40f5-bc49-7bdf8e800398,CUST_2193,subscription_failure,22851.75,wallet,authentication_failed,1,3,13188.27,0.36,0.85,157,2026-08-19T02:03:59.322451
890eb480-2781-407d-bdf5-4598ac655a70,CUST_2746,checkout_abandonment,71975.42,wallet,payment_method_unavailable,1,5,200426.78,0.51,0.89,2,2026-08-25T13:03:59.322451
33acd399-cecf-42df-93e5-73ece251485f,CUST_8612,checkout_abandonment,80508.93,netbanking,unknown,4,1,232810.39,0.76,0.46,32,2026-08-24T07:03:59.322451
27a7a993-1260-4c7a-96c1-47bba802c10a,CUST_5543,overdue_invoice,83141.63,wallet,invoice_dispute,3,3,448706.84,0.64,0.75,67,2026-08-22T20:03:59.322451
5acb0f7d-0c9c-45e1-a2da-544cb885f2e3,CUST_3471,subscription_failure,44267.32,card,authentication_failed,2,2,118012.3,0.77,0.08,139,2026-08-19T20:03:59.322451
89885e54-9810-4e75-990b-4abb78994963,CUST_7883,checkout_abandonment,70788.7,wallet,high_friction,4,3,204392.09,0.25,0.06,107,2026-08-21T04:03:59.322451
338907e2-5f6f-40bc-ad4e-831bb3b31647,CUST_9947,overdue_invoice,47959.48,card,forgotten_invoice,3,3,150007.71,0.95,0.75,138,2026-08-19T21:03:59.322451
dd772323-9a71-4424-b3e1-bf7087b3d1c9,CUST_3091,checkout_abandonment,27657.06,upi,unknown,3,5,195039.74,0.59,0.84,43,2026-08-23T20:03:59.322451
13e69eea-a7d4-4a5a-b4df-a18fda1a57b0,CUST_4467,payment_failure,8852.77,wallet,technical_error,1,0,433558.83,0.54,0.38,67,2026-08-22T20:03:59.322451
3878bfd9-3889-4b2b-9eb8-cdcb46bede3a,CUST_9837,subscription_failure,76242.36,upi,card_expired,3,2,376252.9,0.5,0.47,21,2026-08-24T18:03:59.322451
931014f0-9a1c-47a7-ae86-0527aa3ab028,CUST_3496,checkout_abandonment,65189.34,card,payment_method_unavailable,0,1,326225.57,0.82,0.84,52,2026-08-23T11:03:59.322451
8dfe9b5a-a2e5-460b-a187-4b180ba3af38,CUST_2876,overdue_invoice,67111.16,card,cash_flow_issue,2,2,109764.31,0.65,0.61,43,2026-08-23T20:03:59.322451
e11de205-cf35-41a3-8066-9d7b6fdb40d3,CUST_4978,payment_failure,58079.13,upi,technical_error,3,3,288322.57,0.94,0.08,51,2026-08-23T12:03:59.322451
d17cf8aa-65ee-45a8-8e0c-0199daca47f0,CUST_6590,payment_failure,79724.61,upi,authentication_failed,4,3,21493.5,0.65,0.07,95,2026-08-21T16:03:59.322451
d7b3a5ca-96f9-4c2b-b7f8-1aa2ec3051e4,CUST_9548,overdue_invoice,11001.12,netbanking,forgotten_invoice,3,5,318156.97,0.97,0.44,40,2026-08-23T23:03:59.322451
c1c11ced-7fd7-44b9-9522-9c49b4c70f7d,CUST_4995,overdue_invoice,43839.66,wallet,forgotten_invoice,1,0,134929.37,0.78,0.88,72,2026-08-22T15:03:59.322451
788f0688-ce1f-4860-a97b-bf6c994c33f9,CUST_5526,subscription_failure,3355.65,upi,insufficient_funds,1,2,91738.09,0.88,0.34,67,2026-08-22T20:03:59.322451
b8b3504b-cc8e-4001-b447-ef7729d59596,CUST_9041,payment_failure,24514.93,wallet,insufficient_funds,1,5,278032.93,0.53,0.65,122,2026-08-20T13:03:59.322451
c835cfa1-5a4f-45f9-b888-01a156f26653,CUST_6632,payment_failure,29776.44,wallet,payment_timeout,4,2,122409.28,0.52,0.55,122,2026-08-20T13:03:59.322451
4242bf2b-d751-4413-9679-09ea30065679,CUST_9779,subscription_failure,35505.15,card,insufficient_funds,1,0,154004.87,0.56,0.32,50,2026-08-23T13:03:59.322451
2103e5ac-95ba-4022-ab9a-a8154a37b9f0,CUST_4180,checkout_abandonment,73991.16,netbanking,payment_method_unavailable,4,4,295203.87,0.42,0.98,73,2026-08-22T14:03:59.322451
404bf17e-c3bb-4004-938d-0857aa073758,CUST_3068,subscription_failure,18354.43,wallet,mandate_failed,2,0,267533.41,0.21,0.55,14,2026-08-25T01:03:59.322451
f14d5ea6-56a4-4320-924d-687ec85dd8ac,CUST_8827,payment_failure,57619.39,upi,insufficient_funds,1,0,220793.93,0.58,0.94,65,2026-08-22T22:03:59.322451
240fa487-59bb-44a8-a8f6-7087ab458380,CUST_2395,overdue_invoice,49428.78,card,customer_delay,1,1,343539.06,0.66,0.95,145,2026-08-19T14:03:59.322451
2eee9c36-1c94-4397-aa68-9e5a397b9a32,CUST_5871,overdue_invoice,60828.61,wallet,cash_flow_issue,4,3,113617.88,0.83,0.91,116,2026-08-20T19:03:59.322451
af7bfb88-f16f-47fd-b45c-aed2eda39ee2,CUST_2330,payment_failure,61158.28,card,temporary_bank_failure,1,5,473847.51,0.79,0.26,55,2026-08-23T08:03:59.322451
97e1d029-41ae-44cb-9667-f0d96c21825b,CUST_5720,checkout_abandonment,55423.23,netbanking,unknown,4,3,204850.27,0.33,0.03,75,2026-08-22T12:03:59.322451
45ebab9c-e8f7-4b76-b869-799f7b15f898,CUST_9922,payment_failure,68894.8,card,temporary_bank_failure,4,5,394126.19,0.94,0.43,51,2026-08-23T12:03:59.322451
89e5e494-ed8e-4f6f-be3c-eafd2c68f20d,CUST_8195,subscription_failure,82749.8,upi,authentication_failed,2,4,83795.47,0.26,0.92,146,2026-08-19T13:03:59.322451
957b9a30-fef1-45da-bfd6-433aed6081f7,CUST_8078,subscription_failure,70123.5,netbanking,card_expired,3,3,250735.62,0.95,0.6,21,2026-08-24T18:03:59.322451
1866bdad-c379-4b9b-a176-e03545ef0617,CUST_5415,payment_failure,9587.03,upi,temporary_bank_failure,4,4,418143.35,0.97,1.0,6,2026-08-25T09:03:59.322451
15c9a28c-c930-4198-b6a5-d3ea0aabe346,CUST_2494,overdue_invoice,52136.9,wallet,cash_flow_issue,4,3,139800.13,0.55,0.81,163,2026-08-18T20:03:59.322451
7a16e109-ebb9-466a-a446-b402b106d5d2,CUST_7561,overdue_invoice,33664.19,upi,forgotten_invoice,2,3,429008.81,0.74,0.29,127,2026-08-20T08:03:59.322451
86f01146-32b2-460b-a348-f58722c69485,CUST_9889,payment_failure,31794.46,wallet,authentication_failed,3,4,485122.18,0.46,0.66,1,2026-08-25T14:03:59.322451
5b4d6569-8ed4-44d0-b868-8bf45824e58c,CUST_3146,payment_failure,19164.46,netbanking,authentication_failed,3,0,378465.13,0.49,0.27,53,2026-08-23T10:03:59.322451
71c66ccc-cced-4c4d-bd23-de16789ff2b2,CUST_1224,overdue_invoice,12581.9,wallet,customer_delay,1,5,304826.96,0.98,0.31,41,2026-08-23T22:03:59.322451
b328fc99-200c-467f-a0b6-abbc431a425d,CUST_5781,checkout_abandonment,99229.59,netbanking,unknown,0,5,231262.5,0.93,0.5,40,2026-08-23T23:03:59.322451
3cc0d53c-1ca9-4708-8f29-02ba817e8007,CUST_3236,overdue_invoice,98034.34,upi,cash_flow_issue,3,1,276081.27,0.39,0.51,154,2026-08-19T05:03:59.322451
dabd267c-7031-40d7-9d42-e252d4f1c2df,CUST_9022,overdue_invoice,34317.59,card,forgotten_invoice,0,2,134319.16,0.83,0.84,77,2026-08-22T10:03:59.322451
f52cdbbc-1b91-43c1-8b56-2a614736abe1,CUST_4912,overdue_invoice,34839.83,wallet,invoice_dispute,3,2,272171.6,0.64,0.98,49,2026-08-23T14:03:59.322451
187a70e7-998d-4010-a827-991b43373b2a,CUST_9115,overdue_invoice,4842.91,upi,invoice_dispute,3,3,352908.71,0.8,0.98,167,2026-08-18T16:03:59.322451
3c8e0ef0-5a20-45d9-9864-d98aa79becb3,CUST_7717,subscription_failure,87035.18,card,mandate_failed,4,3,220712.8,0.9,0.72,4,2026-08-25T11:03:59.322451
bd5b7ace-6237-4f7a-89c0-047179fa7135,CUST_9742,overdue_invoice,78261.77,wallet,cash_flow_issue,3,5,312006.44,0.41,0.85,21,2026-08-24T18:03:59.322451
0ebcc6fa-5d77-4816-abdc-73be101993be,CUST_2612,overdue_invoice,87302.11,upi,forgotten_invoice,2,1,35141.95,0.23,0.43,24,2026-08-24T15:03:59.322451
2a797ff7-611f-4aa3-b4c4-02c6c8f0fab8,CUST_3385,checkout_abandonment,69553.12,card,unknown,0,2,23949.49,0.92,0.37,92,2026-08-21T19:03:59.322451
5b186543-8e39-4103-a471-134abc4d78cb,CUST_3344,checkout_abandonment,17413.37,card,unknown,4,5,435548.96,0.26,0.5,62,2026-08-23T01:03:59.322451
9b4cadbf-d846-4e61-9356-72f189e86ccd,CUST_8237,subscription_failure,46227.26,netbanking,card_expired,3,2,449555.36,0.73,0.16,140,2026-08-19T19:03:59.322451
af06c21b-9866-4c28-a117-5f0c41ea7099,CUST_6881,overdue_invoice,69186.19,netbanking,cash_flow_issue,3,3,151758.71,0.57,0.24,28,2026-08-24T11:03:59.322451
d317b1b3-a574-4a46-a1a0-8b40207c9675,CUST_9138,payment_failure,97805.48,netbanking,temporary_bank_failure,4,5,137965.71,0.73,0.91,13,2026-08-25T02:03:59.322451
88803bd7-3838-424e-ad45-bf519f06e743,CUST_1645,subscription_failure,22290.95,netbanking,authentication_failed,1,5,126062.77,0.35,0.9,25,2026-08-24T14:03:59.322451
6efb29e3-9de1-4d71-874d-006558f49ee6,CUST_3165,payment_failure,58167.59,netbanking,payment_timeout,2,2,45976.55,0.79,0.18,107,2026-08-21T04:03:59.322451
a957e40e-4eef-42d1-a4b9-67bc9d53e6b9,CUST_8673,subscription_failure,83132.03,upi,insufficient_funds,3,2,412520.22,0.41,0.8,87,2026-08-22T00:03:59.322451
ae11c16f-af14-4d17-8bb5-d8a08c620cf2,CUST_1228,checkout_abandonment,86083.99,netbanking,high_friction,4,2,489991.18,0.78,0.79,24,2026-08-24T15:03:59.322451
88fd43ae-fded-405f-8249-83446289b04a,CUST_4830,overdue_invoice,37174.27,wallet,customer_delay,3,5,131818.54,0.8,0.11,96,2026-08-21T15:03:59.323442
5f0f6a89-8b66-4c26-972e-fcda7651b36c,CUST_2911,subscription_failure,91567.96,card,mandate_failed,3,5,32545.3,0.38,0.65,78,2026-08-22T09:03:59.323442
9d0d02c3-b11f-449d-a9f0-1c45b026f414,CUST_9850,payment_failure,30784.28,wallet,payment_timeout,4,1,49498.81,0.59,0.45,100,2026-08-21T11:03:59.323442
7b4bb10d-a9f5-4077-83de-3bef42e9b135,CUST_7070,checkout_abandonment,88598.67,card,unknown,4,3,417012.85,0.72,0.03,72,2026-08-22T15:03:59.323442
0f2bcc3f-f85b-4c70-902d-fb65c7ce7645,CUST_7523,overdue_invoice,95080.24,netbanking,invoice_dispute,2,4,50577.96,0.88,0.36,166,2026-08-18T17:03:59.323442
905443cc-1df1-4b86-96b5-ae217611bbeb,CUST_1349,payment_failure,94926.57,upi,technical_error,1,5,46745.04,0.86,0.6,164,2026-08-18T19:03:59.323442
c627dc56-a4c0-4d58-8faa-c978cb7b6588,CUST_4817,checkout_abandonment,98887.68,netbanking,payment_method_unavailable,4,1,103397.58,0.83,0.22,151,2026-08-19T08:03:59.323442
13cf154b-2cf2-4f9f-a282-2b81109d13dc,CUST_1422,payment_failure,28088.85,card,insufficient_funds,4,2,493776.12,0.99,0.11,45,2026-08-23T18:03:59.323442
214778d0-3534-4d48-a38c-88b9ea7e7ca5,CUST_7897,subscription_failure,79103.47,upi,mandate_failed,1,2,162561.96,0.39,0.13,14,2026-08-25T01:03:59.323442
32062528-4721-4a78-bb87-64df6a2d64ef,CUST_1710,overdue_invoice,45103.38,netbanking,forgotten_invoice,3,4,297239.34,0.49,0.95,57,2026-08-23T06:03:59.323442
6cba2789-3567-4b16-aba0-d61ba150b7ab,CUST_2323,payment_failure,6552.13,netbanking,payment_timeout,0,3,201407.01,0.58,0.07,114,2026-08-20T21:03:59.323442
9e721e6d-d35a-404b-bdf8-6920161d9cbe,CUST_9692,checkout_abandonment,7035.38,netbanking,unknown,4,5,316905.29,0.42,0.38,84,2026-08-22T03:03:59.323442
f139f05f-bfcb-41a4-a47c-79557a5a432c,CUST_4743,overdue_invoice,10368.26,wallet,cash_flow_issue,4,5,426543.58,0.76,0.43,56,2026-08-23T07:03:59.323442
10143d4e-ce45-49b4-9d8a-fe78787106d8,CUST_3500,overdue_invoice,40173.65,wallet,customer_delay,2,5,156961.63,0.78,0.37,66,2026-08-22T21:03:59.323442
fd2f65fd-b567-40c2-873f-88853ab676c8,CUST_6400,payment_failure,83261.3,upi,authentication_failed,2,1,49185.65,0.27,0.06,143,2026-08-19T16:03:59.323442
36810a81-6ada-4bed-9512-a4b2ee2a6439,CUST_2697,subscription_failure,87423.93,card,insufficient_funds,0,2,212045.49,0.95,0.31,154,2026-08-19T05:03:59.323442
7e49289d-9e72-4ba9-901a-ea7e630da37d,CUST_8030,overdue_invoice,22812.36,upi,cash_flow_issue,2,0,422841.34,0.29,0.57,72,2026-08-22T15:03:59.323442
764a4ece-8041-4119-9cfa-5110de516493,CUST_3347,payment_failure,18451.4,wallet,insufficient_funds,2,2,155183.36,0.76,0.18,2,2026-08-25T13:03:59.323442
d710ba78-51b5-4bc5-80b1-0493a22f9f3a,CUST_6585,checkout_abandonment,74226.42,card,price_hesitation,4,1,46787.08,0.98,0.42,97,2026-08-21T14:03:59.323442
d1513655-813a-4037-b5d5-d90ef88d6f70,CUST_1815,subscription_failure,72298.8,upi,card_expired,0,0,284229.18,0.82,0.16,40,2026-08-23T23:03:59.323442
bd2b04b2-4f16-4bd0-ba5f-f533eb6098d3,CUST_8043,overdue_invoice,66362.9,upi,cash_flow_issue,2,1,221580.05,0.59,0.11,132,2026-08-20T03:03:59.323442
eddbdad4-506a-4de6-9a53-b7f51ad14c1a,CUST_4460,overdue_invoice,52929.94,card,cash_flow_issue,4,0,111038.7,0.45,0.2,2,2026-08-25T13:03:59.323442
6ca095bb-6006-4c1e-882e-d29e5cce9814,CUST_4770,subscription_failure,33148.17,netbanking,mandate_failed,1,1,373760.05,0.21,0.53,98,2026-08-21T13:03:59.323442
b6680900-d77b-4f7e-b148-050c1ef8a48c,CUST_7626,overdue_invoice,86245.55,wallet,cash_flow_issue,0,2,10352.03,0.23,0.43,148,2026-08-19T11:03:59.323442
0e5e0a29-47fe-4935-83fd-2757dd73840f,CUST_2734,payment_failure,40800.71,card,authentication_failed,4,3,86764.72,0.97,0.09,93,2026-08-21T18:03:59.323442
1c750922-5d01-45a1-95fe-ef22e964c9c0,CUST_2251,overdue_invoice,52634.27,upi,invoice_dispute,2,1,155827.01,0.52,0.78,86,2026-08-22T01:03:59.323442
62231c3a-d529-4831-9e6e-03985d5b932a,CUST_4232,subscription_failure,35434.42,card,insufficient_funds,1,1,323076.05,0.97,0.15,27,2026-08-24T12:03:59.323442
fe010a87-8ca3-495a-a388-b7d0dd2a3ed3,CUST_6295,payment_failure,18126.04,netbanking,temporary_bank_failure,4,4,247564.4,0.82,0.68,115,2026-08-20T20:03:59.323442
86918eb4-556e-42a2-b152-8dff0261ed0d,CUST_2215,overdue_invoice,7294.48,netbanking,forgotten_invoice,2,4,152107.4,0.55,0.35,15,2026-08-25T00:03:59.323442
4f59170d-cc5f-4999-880a-50dd11d3d540,CUST_8581,overdue_invoice,4241.92,upi,forgotten_invoice,0,4,144251.44,0.49,0.51,153,2026-08-19T06:03:59.323442
bad6ad75-1ebf-4f5e-9066-720896d020c9,CUST_6626,checkout_abandonment,32491.91,upi,payment_method_unavailable,0,3,76279.68,0.58,0.81,27,2026-08-24T12:03:59.323442
4525291a-364b-4234-bf71-0f06a7414759,CUST_5634,payment_failure,25150.5,wallet,authentication_failed,4,4,220271.47,0.55,0.36,41,2026-08-23T22:03:59.323442
eb8ff4a8-5c32-41d1-80d6-2a908b95aa79,CUST_7333,subscription_failure,68050.32,netbanking,card_expired,2,0,315812.4,0.24,0.09,85,2026-08-22T02:03:59.323442
d7fd7970-199d-45c3-b564-b37051eb203f,CUST_7421,checkout_abandonment,33669.52,card,high_friction,2,2,71572.76,0.67,0.7,168,2026-08-18T15:03:59.323442
4c0214d6-16d9-498a-a397-89b391326f95,CUST_7937,subscription_failure,56112.75,netbanking,mandate_failed,1,5,164909.8,0.71,0.09,135,2026-08-20T00:03:59.323442
2765843e-9766-4e62-b303-cd3714538493,CUST_3538,subscription_failure,31232.17,upi,card_expired,3,1,171524.44,0.96,1.0,58,2026-08-23T05:03:59.323442
bbf68cc5-0c10-4779-bf1d-084b468f7628,CUST_3147,payment_failure,51015.13,wallet,temporary_bank_failure,4,0,369583.36,0.63,0.88,87,2026-08-22T00:03:59.323442
ff3c8fe0-5e40-4376-b257-97bf1b3a63f8,CUST_6968,checkout_abandonment,18494.17,card,unknown,1,5,312745.5,0.75,0.04,113,2026-08-20T22:03:59.323442
a1be373e-6457-4eed-b748-4a23d17c1bb9,CUST_4178,subscription_failure,75362.92,netbanking,authentication_failed,1,2,117767.47,0.83,0.9,121,2026-08-20T14:03:59.323442
96ed3da6-1716-4487-a822-9b3ff94c4ff8,CUST_3267,overdue_invoice,77059.14,netbanking,customer_delay,3,1,251950.44,0.82,0.8,52,2026-08-23T11:03:59.323442
3948e9d3-a0f8-48a2-a7f4-9096356eaa58,CUST_3626,overdue_invoice,87474.64,netbanking,forgotten_invoice,4,0,52192.28,0.64,0.08,73,2026-08-22T14:03:59.323442
7a1328fb-33b8-4955-b1b2-b27c4c012dce,CUST_7495,checkout_abandonment,83189.15,netbanking,payment_method_unavailable,3,2,455341.97,0.27,0.41,7,2026-08-25T08:03:59.323442
3d244101-3f6f-4182-8fa7-e9d12561e1a7,CUST_3392,overdue_invoice,99455.27,card,customer_delay,0,5,15065.59,0.5,0.34,167,2026-08-18T16:03:59.323442
61dbdfb4-c69a-4935-8644-7cf3128ab27e,CUST_2298,subscription_failure,91780.92,upi,card_expired,3,3,415724.13,0.58,0.01,158,2026-08-19T01:03:59.323442
0073d0fc-8c1a-4b92-80e6-9b4d27e83963,CUST_4893,checkout_abandonment,83578.83,netbanking,high_friction,4,3,363890.16,0.64,0.78,29,2026-08-24T10:03:59.323442
ccc90a37-095d-4daf-9eca-b353bd5b5745,CUST_1269,payment_failure,24224.73,card,temporary_bank_failure,0,0,311782.47,0.71,0.6,128,2026-08-20T07:03:59.323442
62329201-6dfd-4b77-8b94-eac4a4f42e78,CUST_6908,subscription_failure,43209.27,upi,mandate_failed,3,1,121041.56,0.69,0.52,22,2026-08-24T17:03:59.323442
8c5c333b-ae28-427e-96b2-ac8a01b44b53,CUST_2106,overdue_invoice,87396.48,netbanking,invoice_dispute,2,2,194053.78,0.23,0.36,5,2026-08-25T10:03:59.323442
485d3e38-99c5-47b8-8f24-5f6b64d0132a,CUST_3868,payment_failure,77264.39,wallet,authentication_failed,0,2,166926.79,0.79,0.34,140,2026-08-19T19:03:59.323442
7a3e8cc8-0726-491c-b26d-b14d4dc0cab0,CUST_4268,checkout_abandonment,81244.02,upi,price_hesitation,3,0,388319.01,0.25,0.2,76,2026-08-22T11:03:59.323442
84556984-4c3d-423e-80c8-a689bf8dbd65,CUST_6848,subscription_failure,51780.67,upi,card_expired,2,0,271972.32,0.99,0.19,166,2026-08-18T17:03:59.323442
f6abf92e-9799-4d17-a4ce-23af4c9f9591,CUST_9129,subscription_failure,12885.26,wallet,card_expired,3,3,444853.77,0.49,0.97,87,2026-08-22T00:03:59.323442
df719d07-db70-4bf8-8a25-f9193f82a887,CUST_2680,subscription_failure,80214.23,upi,card_expired,4,1,40384.58,0.78,0.29,140,2026-08-19T19:03:59.323442
2699744f-ed7e-4c13-aaf3-1e1a1e843c8e,CUST_6776,subscription_failure,30996.34,wallet,card_expired,3,2,213631.92,0.68,0.04,115,2026-08-20T20:03:59.323442
e12791e2-accc-49ee-a6ba-3f86c675de92,CUST_8179,payment_failure,7966.6,upi,temporary_bank_failure,1,0,182292.25,0.71,0.85,37,2026-08-24T02:03:59.323442
