event_id,event_type,failure_reason,amount,retry_count,previous_contact_count,customer_lifetime_value,previous_success_rate,customer_engagement,hours_since_event,action,success,recovered_amount
89266f81-bc24-415d-bc67-a31a5b37d83b,checkout_abandonment,high_friction,53860.43,3,1,92560.53,0.31,0.44,20.0,SEND_REMINDER,1,53860.43
89266f81-bc24-415d-bc67-a31a5b37d83b,checkout_abandonment,high_friction,53860.43,3,1,92560.53,0.31,0.44,20.0,SUGGEST_ALTERNATIVE_PAYMENT,0,0.0
89266f81-bc24-415d-bc67-a31a5b37d83b,checkout_abandonment,high_friction,53860.43,3,1,92560.53,0.31,0.44,20.0,OFFER_INCENTIVE,1,53860.43
89266f81-bc24-415d-bc67-a31a5b37d83b,checkout_abandonment,high_friction,53860.43,3,1,92560.53,0.31,0.44,20.0,ESCALATE_TO_HUMAN,1,53860.43
74515350-5b85-4967-bfc1-f5f87347da04,subscription_failure,authentication_failed,90737.7,4,5,368629.32,0.52,0.82,147.0,RETRY_NOW,1,90737.7
74515350-5b85-4967-bfc1-f5f87347da04,subscription_failure,authentication_failed,90737.7,4,5,368629.32,0.52,0.82,147.0,RETRY_LATER,1,90737.7
74515350-5b85-4967-bfc1-f5f87347da04,subscription_failure,authentication_failed,90737.7,4,5,368629.32,0.52,0.82,147.0,SEND_REMINDER,1,90737.7
74515350-5b85-4967-bfc1-f5f87347da04,subscription_failure,authentication_failed,90737.7,4,5,368629.32,0.52,0.82,147.0,SUGGEST_ALTERNATIVE_PAYMENT,1,90737.7
74515350-5b85-4967-bfc1-f5f87347da04,subscription_failure,authentication_failed,90737.7,4,5,368629.32,0.52,0.82,147.0,OFFER_INCENTIVE,0,0.0
74515350-5b85-4967-bfc1-f5f87347da04,subscription_failure,authentication_failed,90737.7,4,5,368629.32,0.52,0.82,147.0,ESCALATE_TO_HUMAN,1,90737.7
0c29869b-b32d-448e-9f3b-fccffbbade9a,subscription_failure,mandate_failed,75136.5,3,0,453540.22,0.33,0.22,59.0,RETRY_NOW,0,0.0
0c29869b-b32d-448e-9f3b-fccffbbade9a,subscription_failure,mandate_failed,75136.5,3,0,453540.22,0.33,0.22,59.0,RETRY_LATER,1,75136.5
0c29869b-b32d-448e-9f3b-fccffbbade9a,subscription_failure,mandate_failed,75136.5,3,0,453540.22,0.33,0.22,59.0,SEND_REMINDER,0,0.0
0c29869b-b32d-448e-9f3b-fccffbbade9a,subscription_failure,mandate_failed,75136.5,3,0,453540.22,0.33,0.22,59.0,SUGGEST_ALTERNATIVE_PAYMENT,1,75136.5
0c29869b-b32d-448e-9f3b-fccffbbade9a,subscription_failure,mandate_failed,75136.5,3,0,453540.22,0.33,0.22,59.0,OFFER_INCENTIVE,0,0.0
0c29869b-b32d-448e-9f3b-fccffbbade9a,subscription_failure,mandate_failed,75136.5,3,0,453540.22,0.33,0.22,59.0,ESCALATE_TO_HUMAN,1,75136.5
c1c11ced-7fd7-44b9-9522-9c49b4c70f7d,overdue_invoice,forgotten_invoice,43839.66,1,0,134929.37,0.78,0.88,72.0,RETRY_NOW,1,43839.66
c1c11ced-7fd7-44b9-9522-9c49b4c70f7d,overdue_invoice,forgotten_invoice,43839.66,1,0,134929.37,0.78,0.88,72.0,RETRY_LATER,1,43839.66
c1c11ced-7fd7-44b9-9522-9c49b4c70f7d,overdue_invoice,forgotten_invoice,43839.66,1,0,134929.37,0.78,0.88,72.0,SEND_REMINDER,1,43839.66
c1c11ced-7fd7-44b9-9522-9c49b4c70f7d,overdue_invoice,forgotten_invoice,43839.66,1,0,134929.37,0.78,0.88,72.0,SUGGEST_ALTERNATIVE_PAYMENT,1,43839.66
c1c11ced-7fd7-44b9-9522-9c49b4c70f7d,overdue_invoice,forgotten_invoice,43839.66,1,0,134929.37,0.78,0.88,72.0,OFFER_INCENTIVE,0,0.0
c1c11ced-7fd7-44b9-9522-9c49b4c70f7d,overdue_invoice,forgotten_invoice,43839.66,1,0,134929.37,0.78,0.88,72.0,ESCALATE_TO_HUMAN,1,43839.66
9fc98e87-03ee-4603-9e0b-bb6c6e8e90d2,overdue_invoice,forgotten_invoice,89540.31,3,1,321291.32,0.41,0.89,95.0,RETRY_NOW,1,89540.31
9fc98e87-03ee-4603-9e0b-bb6c6e8e90d2,overdue_invoice,forgotten_invoice,89540.31,3,1,321291.32,0.41,0.89,95.0,RETRY_LATER,1,89540.31
9fc98e87-03ee-4603-9e0b-bb6c6e8e90d2,overdue_invoice,forgotten_invoice,89540.31,3,1,321291.32,0.41,0.89,95.0,SEND_REMINDER,1,89540.31
9fc98e87-03ee-4603-9e0b-bb6c6e8e90d2,overdue_invoice,forgotten_invoice,89540.31,3,1,321291.32,0.41,0.89,95.0,SUGGEST_ALTERNATIVE_PAYMENT,0,0.0
9fc98e87-03ee-4603-9e0b-bb6c6e8e90d2,overdue_invoice,forgotten_invoice,89540.31,3,1,321291.32,0.41,0.89,95.0,OFFER_INCENTIVE,1,89540.31
9fc98e87-03ee-4603-9e0b-bb6c6e8e90d2,overdue_invoice,forgotten_invoice,89540.31,3,1,321291.32,0.41,0.89,95.0,ESCALATE_TO_HUMAN,1,89540.31
b878561d-7f53-4e96-86c7-32e9dff459a2,overdue_invoice,forgotten_invoice,96697.71,0,0,398319.3,0.47,0.26,26.0,RETRY_NOW,0,0.0
b878561d-7f53-4e96-86c7-32e9dff459a2,overdue_invoice,forgotten_invoice,96697.71,0,0,398319.3,0.47,0.26,26.0,RETRY_LATER,0,0.0
b878561d-7f53-4e96-86c7-32e9dff459a2,overdue_invoice,forgotten_invoice,96697.71,0,0,398319.3,0.47,0.26,26.0,SEND_REMINDER,0,0.0
b878561d-7f53-4e96-86c7-32e9dff459a2,overdue_invoice,forgotten_invoice,96697.71,0,0,398319.3,0.47,0.26,26.0,SUGGEST_ALTERNATIVE_PAYMENT,0,0.0
b878561d-7f53-4e96-86c7-32e9dff459a2,overdue_invoice,forgotten_invoice,96697.71,0,0,398319.3,0.47,0.26,26.0,OFFER_INCENTIVE,0,0.0
b878561d-7f53-4e96-86c7-32e9dff459a2,overdue_invoice,forgotten_invoice,96697.71,0,0,398319.3,0.47,0.26,26.0,ESCALATE_TO_HUMAN,1,96697.71
27059e92-d2dd-4ace-84c3-c436fae26dd4,payment_failure,authentication_failed,82472.46,4,4,146123.07,0.44,0.34,135.0,RETRY_NOW,0,0.0
27059e92-d2dd-4ace-84c3-c436fae26dd4,payment_failure,authentication_failed,82472.46,4,4,146123.07,0.44,0.34,135.0,RETRY_LATER,1,82472.46
27059e92-d2dd-4ace-84c3-c436fae26dd4,payment_failure,authentication_failed,82472.46,4,4,146123.07,0.44,0.34,135.0,SEND_REMINDER,0,0.0
27059e92-d2dd-4ace-84c3-c436fae26dd4,payment_failure,authentication_failed,82472.46,4,4,146123.07,0.44,0.34,135.0,SUGGEST_ALTERNATIVE_PAYMENT,0,0.0
27059e92-d2dd-4ace-84c3-c436fae26dd4,payment_failure,authentication_failed,82472.46,4,4,146123.07,0.44,0.34,135.0,OFFER_INCENTIVE,0,0.0
27059e92-d2dd-4ace-84c3-c436fae26dd4,payment_failure,authentication_failed,82472.46,4,4,146123.07,0.44,0.34,135.0,ESCALATE_TO_HUMAN,0,0.0
a1be373e-6457-4eed-b748-4a23d17c1bb9,subscription_failure,authentication_failed,75362.92,1,2,117767.47,0.83,0.9,121.0,RETRY_NOW,1,75362.92
a1be373e-6457-4eed-b748-4a23d17c1bb9,subscription_failure,authentication_failed,75362.92,1,2,117767.47,0.83,0.9,121.0,RETRY_LATER,1,75362.92
a1be373e-6457-4eed-b748-4a23d17c1bb9,subscription_failure,authentication_failed,75362.92,1,2,117767.47,0.83,0.9,121.0,SEND_REMINDER,0,0.0
a1be373e-6457-4eed-b748-4a23d17c1bb9,subscription_failure,authentication_failed,75362.92,1,2,117767.47,0.83,0.9,121.0,SUGGEST_ALTERNATIVE_PAYMENT,1,75362.92
a1be373e-6457-4eed-b748-4a23d17c1bb9,subscription_failure,authentication_failed,75362.92,1,2,117767.47,0.83,0.9,121.0,OFFER_INCENTIVE,1,75362.92
a1be373e-6457-4eed-b748-4a23d17c1bb9,subscription_failure,authentication_failed,75362.92,1,2,117767.47,0.83,0.9,121.0,ESCALATE_TO_HUMAN,1,75362.92
61dbdfb4-c69a-4935-8644-7cf3128ab27e,subscription_failure,card_expired,91780.92,3,3,415724.13,0.58,0.01,158.0,RETRY_NOW,0,0.0
61dbdfb4-c69a-4935-8644-7cf3128ab27e,subscription_failure,card_expired,91780.92,3,3,415724.13,0.58,0.01,158.0,RETRY_LATER,0,0.0
61dbdfb4-c69a-4935-8644-7cf3128ab27e,subscription_failure,card_expired,91780.92,3,3,415724.13,0.58,0.01,158.0,SEND_REMINDER,0,0.0
61dbdfb4-c69a-4935-8644-7cf3128ab27e,subscription_failure,card_expired,91780.92,3,3,415724.13,0.58,0.01,158.0,SUGGEST_ALTERNATIVE_PAYMENT,1,91780.92
61dbdfb4-c69a-4935-8644-7cf3128ab27e,subscription_failure,card_expired,91780.92,3,3,415724.13,0.58,0.01,158.0,OFFER_INCENTIVE,0,0.0
61dbdfb4-c69a-4935-8644-7cf3128ab27e,subscription_failure,card_expired,91780.92,3,3,415724.13,0.58,0.01,158.0,ESCALATE_TO_HUMAN,1,91780.92
3bc77f3d-0b62-4559-b29d-479d6ad84169,overdue_invoice,invoice_dispute,17148.15,1,5,63394.92,0.88,0.94,65.0,RETRY_NOW,0,0.0
3bc77f3d-0b62-4559-b29d-479d6ad84169,overdue_invoice,invoice_dispute,17148.15,1,5,63394.92,0.88,0.94,65.0,RETRY_LATER,1,17148.15
3bc77f3d-0b62-4559-b29d-479d6ad84169,overdue_invoice,invoice_dispute,17148.15,1,5,63394.92,0.88,0.94,65.0,SEND_REMINDER,1,17148.15
3bc77f3d-0b62-4559-b29d-479d6ad84169,overdue_invoice,invoice_dispute,17148.15,1,5,63394.92,0.88,0.94,65.0,SUGGEST_ALTERNATIVE_PAYMENT,1,17148.15
3bc77f3d-0b62-4559-b29d-479d6ad84169,overdue_invoice,invoice_dispute,17148.15,1,5,63394.92,0.88,0.94,65.0,OFFER_INCENTIVE,1,17148.15
3bc77f3d-0b62-4559-b29d-479d6ad84169,overdue_invoice,invoice_dispute,17148.15,1,5,63394.92,0.88,0.94,65.0,ESCALATE_TO_HUMAN,1,17148.15
14c030d9-1ed7-493f-9fec-7d9dbf381ed9,subscription_failure,card_expired,42376.71,4,4,260634.31,0.28,0.42,36.0,RETRY_NOW,0,0.0
14c030d9-1ed7-493f-9fec-7d9dbf381ed9,subscription_failure,card_expired,42376.71,4,4,260634.31,0.28,0.42,36.0,RETRY_LATER,1,42376.71
14c030d9-1ed7-493f-9fec-7d9dbf381ed9,subscription_failure,card_expired,42376.71,4,4,260634.31,0.28,0.42,36.0,SEND_REMINDER,1,42376.71
14c030d9-1ed7-493f-9fec-7d9dbf381ed9,subscription_failure,card_expired,42376.71,4,4,260634.31,0.28,0.42,36.0,SUGGEST_ALTERNATIVE_PAYMENT,0,0.0
14c030d9-1ed7-493f-9fec-7d9dbf381ed9,subscription_failure,card_expired,42376.71,4,4,260634.31,0.28,0.42,36.0,OFFER_INCENTIVE,1,42376.71
14c030d9-1ed7-493f-9fec-7d9dbf381ed9,subscription_failure,card_expired,42376.71,4,4,260634.31,0.28,0.42,36.0,ESCALATE_TO_HUMAN,0,0.0
3db8270d-28bc-4e91-9a31-20457a604775,overdue_invoice,cash_flow_issue,31959.63,3,4,37199.01,0.8,1.0,145.0,RETRY_NOW,0,0.0
3db8270d-28bc-4e91-9a31-20457a604775,overdue_invoice,cash_flow_issue,31959.63,3,4,37199.01,0.8,1.0,145.0,RETRY_LATER,0,0.0
3db8270d-28bc-4e91-9a31-20457a604775,overdue_invoice,cash_flow_issue,31959.63,3,4,37199.01,0.8,1.0,145.0,SEND_REMINDER,1,31959.63
3db8270d-28bc-4e91-9a31-20457a604775,overdue_invoice,cash_flow_issue,31959.63,3,4,37199.01,0.8,1.0,145.0,SUGGEST_ALTERNATIVE_PAYMENT,1,31959.63
3db8270d-28bc-4e91-9a31-20457a604775,overdue_invoice,cash_flow_issue,31959.63,3,4,37199.01,0.8,1.0,145.0,OFFER_INCENTIVE,0,0.0
3db8270d-28bc-4e91-9a31-20457a604775,overdue_invoice,cash_flow_issue,31959.63,3,4,37199.01,0.8,1.0,145.0,ESCALATE_TO_HUMAN,1,31959.63
25447620-67ed-46ff-a2bd-f7f5d06e0a8c,payment_failure,payment_timeout,92459.21,1,5,342994.25,0.39,0.11,22.0,RETRY_NOW,0,0.0
25447620-67ed-46ff-a2bd-f7f5d06e0a8c,payment_failure,payment_timeout,92459.21,1,5,342994.25,0.39,0.11,22.0,RETRY_LATER,1,92459.21
25447620-67ed-46ff-a2bd-f7f5d06e0a8c,payment_failure,payment_timeout,92459.21,1,5,342994.25,0.39,0.11,22.0,SEND_REMINDER,1,92459.21
25447620-67ed-46ff-a2bd-f7f5d06e0a8c,payment_failure,payment_timeout,92459.21,1,5,342994.25,0.39,0.11,22.0,SUGGEST_ALTERNATIVE_PAYMENT,1,92459.21
25447620-67ed-46ff-a2bd-f7f5d06e0a8c,payment_failure,payment_timeout,92459.21,1,5,342994.25,0.39,0.11,22.0,OFFER_INCENTIVE,0,0.0
25447620-67ed-46ff-a2bd-f7f5d06e0a8c,payment_failure,payment_timeout,92459.21,1,5,342994.25,0.39,0.11,22.0,ESCALATE_TO_HUMAN,1,92459.21
f58dae98-1f14-4abc-8ef2-717c9848bc1b,checkout_abandonment,unknown,90298.36,2,0,65266.98,0.55,0.94,11.0,RETRY_NOW,1,90298.36
f58dae98-1f14-4abc-8ef2-717c9848bc1b,checkout_abandonment,unknown,90298.36,2,0,65266.98,0.55,0.94,11.0,RETRY_LATER,1,90298.36
f58dae98-1f14-4abc-8ef2-717c9848bc1b,checkout_abandonment,unknown,90298.36,2,0,65266.98,0.55,0.94,11.0,SEND_REMINDER,1,90298.36
f58dae98-1f14-4abc-8ef2-717c9848bc1b,checkout_abandonment,unknown,90298.36,2,0,65266.98,0.55,0.94,11.0,SUGGEST_ALTERNATIVE_PAYMENT,0,0.0
f58dae98-1f14-4abc-8ef2-717c9848bc1b,checkout_abandonment,unknown,90298.36,2,0,65266.98,0.55,0.94,11.0,OFFER_INCENTIVE,1,90298.36
f58dae98-1f14-4abc-8ef2-717c9848bc1b,checkout_abandonment,unknown,90298.36,2,0,65266.98,0.55,0.94,11.0,ESCALATE_TO_HUMAN,1,90298.36
c613f642-9f58-4921-80e6-e88cead68c2e,checkout_abandonment,unknown,15051.22,3,3,124529.82,0.46,0.58,37.0,RETRY_NOW,1,15051.22
c613f642-9f58-4921-80e6-e88cead68c2e,checkout_abandonment,unknown,15051.22,3,3,124529.82,0.46,0.58,37.0,RETRY_LATER,1,15051.22
c613f642-9f58-4921-80e6-e88cead68c2e,checkout_abandonment,unknown,15051.22,3,3,124529.82,0.46,0.58,37.0,SEND_REMINDER,1,15051.22
c613f642-9f58-4921-80e6-e88cead68c2e,checkout_abandonment,unknown,15051.22,3,3,124529.82,0.46,0.58,37.0,SUGGEST_ALTERNATIVE_PAYMENT,1,15051.22
c613f642-9f58-4921-80e6-e88cead68c2e,checkout_abandonment,unknown,15051.22,3,3,124529.82,0.46,0.58,37.0,OFFER_INCENTIVE,0,0.0
c613f642-9f58-4921-80e6-e88cead68c2e,checkout_abandonment,unknown,15051.22,3,3,124529.82,0.46,0.58,37.0,ESCALATE_TO_HUMAN,0,0.0
153d786b-dd52-431c-b74c-4f7547af7a43,subscription_failure,mandate_failed,35522.5,2,4,87091.23,0.57,0.08,152.0,RETRY_NOW,1,35522.5
153d786b-dd52-431c-b74c-4f7547af7a43,subscription_failure,mandate_failed,35522.5,2,4,87091.23,0.57,0.08,152.0,RETRY_LATER,1,35522.5
153d786b-dd52-431c-b74c-4f7547af7a43,subscription_failure,mandate_failed,35522.5,2,4,87091.23,0.57,0.08,152.0,SEND_REMINDER,0,0.0
153d786b-dd52-431c-b74c-4f7547af7a43,subscription_failure,mandate_failed,35522.5,2,4,87091.23,0.57,0.08,152.0,SUGGEST_ALTERNATIVE_PAYMENT,0,0.0
153d786b-dd52-431c-b74c-4f7547af7a43,subscription_failure,mandate_failed,35522.5,2,4,87091.23,0.57,0.08,152.0,OFFER_INCENTIVE,1,35522.5
153d786b-dd52-431c-b74c-4f7547af7a43,subscription_failure,mandate_failed,35522.5,2,4,87091.23,0.57,0.08,152.0,ESCALATE_TO_HUMAN,0,0.0
b6680900-d77b-4f7e-b148-050c1ef8a48c,overdue_invoice,cash_flow_issue,86245.55,0,2,10352.03,0.23,0.43,148.0,RETRY_NOW,0,0.0
b6680900-d77b-4f7e-b148-050c1ef8a48c,overdue_invoice,cash_flow_issue,86245.55,0,2,10352.03,0.23,0.43,148.0,RETRY_LATER,0,0.0
b6680900-d77b-4f7e-b148-050c1ef8a48c,overdue_invoice,cash_flow_issue,86245.55,0,2,10352.03,0.23,0.43,148.0,SEND_REMINDER,1,86245.55
b6680900-d77b-4f7e-b148-050c1ef8a48c,overdue_invoice,cash_flow_issue,86245.55,0,2,10352.03,0.23,0.43,148.0,SUGGEST_ALTERNATIVE_PAYMENT,0,0.0
b6680900-d77b-4f7e-b148-050c1ef8a48c,overdue_invoice,cash_flow_issue,86245.55,0,2,10352.03,0.23,0.43,148.0,OFFER_INCENTIVE,1,86245.55
b6680900-d77b-4f7e-b148-050c1ef8a48c,overdue_invoice,cash_flow_issue,86245.55,0,2,10352.03,0.23,0.43,148.0,ESCALATE_TO_HUMAN,1,86245.55
890eb480-2781-407d-bdf5-4598ac655a70,checkout_abandonment,payment_method_unavailable,71975.42,1,5,200426.78,0.51,0.89,2.0,RETRY_NOW,1,71975.42
890eb480-2781-407d-bdf5-4598ac655a70,checkout_abandonment,payment_method_unavailable,71975.42,1,5,200426.78,0.51,0.89,2.0,RETRY_LATER,1,71975.42
890eb480-2781-407d-bdf5-4598ac655a70,checkout_abandonment,payment_method_unavailable,71975.42,1,5,200426.78,0.51,0.89,2.0,SEND_REMINDER,1,71975.42
890eb480-2781-407d-bdf5-4598ac655a70,checkout_abandonment,payment_method_unavailable,71975.42,1,5,200426.78,0.51,0.89,2.0,SUGGEST_ALTERNATIVE_PAYMENT,1,71975.42
890eb480-2781-407d-bdf5-4598ac655a70,checkout_abandonment,payment_method_unavailable,71975.42,1,5,200426.78,0.51,0.89,2.0,OFFER_INCENTIVE,0,0.0
890eb480-2781-407d-bdf5-4598ac655a70,checkout_abandonment,payment_method_unavailable,71975.42,1,5,200426.78,0.51,0.89,2.0,ESCALATE_TO_HUMAN,0,0.0
fe7d181f-e9ca-4021-a511-2f947e1822c7,payment_failure,payment_timeout,9417.07,2,3,298865.35,0.64,0.29,4.0,RETRY_NOW,1,9417.07
fe7d181f-e9ca-4021-a511-2f947e1822c7,payment_failure,payment_timeout,9417.07,2,3,298865.35,0.64,0.29,4.0,RETRY_LATER,1,9417.07
fe7d181f-e9ca-4021-a511-2f947e1822c7,payment_failure,payment_timeout,9417.07,2,3,298865.35,0.64,0.29,4.0,SEND_REMINDER,1,9417.07
fe7d181f-e9ca-4021-a511-2f947e1822c7,payment_failure,payment_timeout,9417.07,2,3,298865.35,0.64,0.29,4.0,SUGGEST_ALTERNATIVE_PAYMENT,1,9417.07
fe7d181f-e9ca-4021-a511-2f947e1822c7,payment_failure,payment_timeout,9417.07,2,3,298865.35,0.64,0.29,4.0,OFFER_INCENTIVE,0,0.0
fe7d181f-e9ca-4021-a511-2f947e1822c7,payment_failure,payment_timeout,9417.07,2,3,298865.35,0.64,0.29,4.0,ESCALATE_TO_HUMAN,1,9417.07
9549d722-dc62-4751-b0ac-b51dc9076915,subscription_failure,card_expired,56268.52,2,0,361110.52,0.95,0.68,147.0,RETRY_NOW,1,56268.52
9549d722-dc62-4751-b0ac-b51dc9076915,subscription_failure,card_expired,56268.52,2,0,361110.52,0.95,0.68,147.0,RETRY_LATER,1,56268.52
9549d722-dc62-4751-b0ac-b51dc9076915,subscription_failure,card_expired,56268.52,2,0,361110.52,0.95,0.68,147.0,SEND_REMINDER,0,0.0
9549d722-dc62-4751-b0ac-b51dc9076915,subscription_failure,card_expired,56268.52,2,0,361110.52,0.95,0.68,147.0,SUGGEST_ALTERNATIVE_PAYMENT,1,56268.52
9549d722-dc62-4751-b0ac-b51dc9076915,subscription_failure,card_expired,56268.52,2,0,361110.52,0.95,0.68,147.0,OFFER_INCENTIVE,1,56268.52
9549d722-dc62-4751-b0ac-b51dc9076915,subscription_failure,card_expired,56268.52,2,0,361110.52,0.95,0.68,147.0,ESCALATE_TO_HUMAN,1,56268.52
abb2916c-3410-49b6-b377-10611b16cd4e,overdue_invoice,invoice_dispute,6851.79,2,2,320656.78,0.99,0.71,168.0,RETRY_NOW,1,6851.79
abb2916c-3410-49b6-b377-10611b16cd4e,overdue_invoice,invoice_dispute,6851.79,2,2,320656.78,0.99,0.71,168.0,RETRY_LATER,0,0.0
abb2916c-3410-49b6-b377-10611b16cd4e,overdue_invoice,invoice_dispute,6851.79,2,2,320656.78,0.99,0.71,168.0,SEND_REMINDER,1,6851.79
abb2916c-3410-49b6-b377-10611b16cd4e,overdue_invoice,invoice_dispute,6851.79,2,2,320656.78,0.99,0.71,168.0,SUGGEST_ALTERNATIVE_PAYMENT,1,6851.79
abb2916c-3410-49b6-b377-10611b16cd4e,overdue_invoice,invoice_dispute,6851.79,2,2,320656.78,0.99,0.71,168.0,OFFER_INCENTIVE,1,6851.79
abb2916c-3410-49b6-b377-10611b16cd4e,overdue_invoice,invoice_dispute,6851.79,2,2,320656.78,0.99,0.71,168.0,ESCALATE_TO_HUMAN,1,6851.79
ff5cb7aa-c2e1-455f-bce0-d372ad7919ea,checkout_abandonment,payment_method_unavailable,71325.01,2,4,319212.31,0.94,0.12,58.0,RETRY_NOW,0,0.0
ff5cb7aa-c2e1-455f-bce0-d372ad7919ea,checkout_abandonment,payment_method_unavailable,71325.01,2,4,319212.31,0.94,0.12,58.0,RETRY_LATER,1,71325.01
ff5cb7aa-c2e1-455f-bce0-d372ad7919ea,checkout_abandonment,payment_method_unavailable,71325.01,2,4,319212.31,0.94,0.12,58.0,SEND_REMINDER,1,71325.01
ff5cb7aa-c2e1-455f-bce0-d372ad7919ea,checkout_abandonment,payment_method_unavailable,71325.01,2,4,319212.31,0.94,0.12,58.0,SUGGEST_ALTERNATIVE_PAYMENT,1,71325.01
ff5cb7aa-c2e1-455f-bce0-d372ad7919ea,checkout_abandonment,payment_method_unavailable,71325.01,2,4,319212.31,0.94,0.12,58.0,OFFER_INCENTIVE,0,0.0
ff5cb7aa-c2e1-455f-bce0-d372ad7919ea,checkout_abandonment,payment_method_unavailable,71325.01,2,4,319212.31,0.94,0.12,58.0,ESCALATE_TO_HUMAN,0,0.0
66f9b79c-12b2-4964-b247-36c92ddc5615,overdue_invoice,cash_flow_issue,92094.48,1,2,415827.55,0.27,0.34,80.0,RETRY_NOW,0,0.0
66f9b79c-12b2-4964-b247-36c92ddc5615,overdue_invoice,cash_flow_issue,92094.48,1,2,415827.55,0.27,0.34,80.0,RETRY_LATER,0,0.0
66f9b79c-12b2-4964-b247-36c92ddc5615,overdue_invoice,cash_flow_issue,92094.48,1,2,415827.55,0.27,0.34,80.0,SEND_REMINDER,1,92094.48
66f9b79c-12b2-4964-b247-36c92ddc5615,overdue_invoice,cash_flow_issue,92094.48,1,2,415827.55,0.27,0.34,80.0,SUGGEST_ALTERNATIVE_PAYMENT,1,92094.48
66f9b79c-12b2-4964-b247-36c92ddc5615,overdue_invoice,cash_flow_issue,92094.48,1,2,415827.55,0.27,0.34,80.0,OFFER_INCENTIVE,1,92094.48
66f9b79c-12b2-4964-b247-36c92ddc5615,overdue_invoice,cash_flow_issue,92094.48,1,2,415827.55,0.27,0.34,80.0,ESCALATE_TO_HUMAN,1,92094.48
0f17c3ef-d624-40c7-8c93-269b6a7b0dab,checkout_abandonment,high_friction,71666.02,4,3,37908.6,0.83,0.4,150.0,RETRY_NOW,1,71666.02
0f17c3ef-d624-40c7-8c93-269b6a7b0dab,checkout_abandonment,high_friction,71666.02,4,3,37908.6,0.83,0.4,150.0,RETRY_LATER,1,71666.02
0f17c3ef-d624-40c7-8c93-269b6a7b0dab,checkout_abandonment,high_friction,71666.02,4,3,37908.6,0.83,0.4,150.0,SEND_REMINDER,1,71666.02
0f17c3ef-d624-40c7-8c93-269b6a7b0dab,checkout_abandonment,high_friction,71666.02,4,3,37908.6,0.83,0.4,150.0,SUGGEST_ALTERNATIVE_PAYMENT,1,71666.02
0f17c3ef-d624-40c7-8c93-269b6a7b0dab,checkout_abandonment,high_friction,71666.02,4,3,37908.6,0.83,0.4,150.0,OFFER_INCENTIVE,0,0.0
0f17c3ef-d624-40c7-8c93-269b6a7b0dab,checkout_abandonment,high_friction,71666.02,4,3,37908.6,0.83,0.4,150.0,ESCALATE_TO_HUMAN,1,71666.02
d692e6a9-0847-4a28-90f6-eff2b980f501,overdue_invoice,cash_flow_issue,85702.72,1,3,400218.69,0.36,0.18,3.0,RETRY_NOW,0,0.0
