event_id,customer_id,event_type,amount,payment_method,failure_reason,retry_count,previous_contact_count,customer_lifetime_value,previous_success_rate,customer_engagement,hours_since_event,event_timestamp
a50e4cfc-31a1-4188-848c-f990cd7f070b,CUST_5697,overdue_invoice,2065.31,upi,forgotten_invoice,0,4,206257.92,0.63,0.54,71,2026-08-22T16:03:59.323442
f14d5ea6-56a4-4320-924d-687ec85dd8ac,CUST_8827,payment_failure,57619.39,upi,insufficient_funds,1,0,220793.93,0.58,0.94,65,2026-08-22T22:03:59.322451
e04ee144-6d6c-4e63-8073-65fe74aa3945,CUST_1662,checkout_abandonment,56852.55,card,unknown,1,5,436225.38,0.65,0.94,124,2026-08-20T11:03:59.324440
ae11c16f-af14-4d17-8bb5-d8a08c620cf2,CUST_1228,checkout_abandonment,86083.99,netbanking,high_friction,4,2,489991.18,0.78,0.79,24,2026-08-24T15:03:59.322451
b0233e3e-e8f9-43b3-8255-9d2a0beaa01b,CUST_3619,payment_failure,70769.56,wallet,payment_timeout,3,5,43567.97,0.71,0.61,131,2026-08-20T04:03:59.325439
b63a6cef-6777-41e2-a2f9-72e4d2409395,CUST_5947,overdue_invoice,32698.37,upi,cash_flow_issue,1,3,131131.85,0.4,0.95,69,2026-08-22T18:03:59.323442
7d1ad86d-aa05-4c0f-8dfe-4d7becb56485,CUST_8541,subscription_failure,16340.19,netbanking,card_expired,0,3,191888.32,0.76,0.2,57,2026-08-23T06:03:59.322451
b328fc99-200c-467f-a0b6-abbc431a425d,CUST_5781,checkout_abandonment,99229.59,netbanking,unknown,0,5,231262.5,0.93,0.5,40,2026-08-23T23:03:59.322451
2fa052c6-5b2f-4828-880c-5c3b283b5c61,CUST_7912,payment_failure,2988.57,upi,insufficient_funds,0,5,112382.16,0.42,0.09,140,2026-08-19T19:03:59.322451
457f8cad-d5b8-4b43-acb9-0e02ffbf1ceb,CUST_2743,payment_failure,29703.26,netbanking,payment_timeout,2,4,2619.41,0.33,0.51,46,2026-08-23T17:03:59.322451
97a857b6-19e6-48df-9d53-fd4988f6034b,CUST_7945,subscription_failure,19121.67,card,authentication_failed,4,2,135434.71,0.41,0.18,94,2026-08-21T17:03:59.325439
a05f2ab4-e321-4484-bdf5-6f23a3197804,CUST_8811,subscription_failure,22161.24,card,mandate_failed,0,5,368132.85,0.25,0.06,81,2026-08-22T06:03:59.322451
15c9a28c-c930-4198-b6a5-d3ea0aabe346,CUST_2494,overdue_invoice,52136.9,wallet,cash_flow_issue,4,3,139800.13,0.55,0.81,163,2026-08-18T20:03:59.322451
753f34ef-7daf-4600-970e-e79690519aab,CUST_9092,subscription_failure,57012.21,card,authentication_failed,2,3,491513.95,0.29,0.54,165,2026-08-18T18:03:59.323442
ff3c8fe0-5e40-4376-b257-97bf1b3a63f8,CUST_6968,checkout_abandonment,18494.17,card,unknown,1,5,312745.5,0.75,0.04,113,2026-08-20T22:03:59.323442
31a14b53-c178-4ab6-8c7d-f797764a9af5,CUST_4965,checkout_abandonment,89484.47,netbanking,payment_method_unavailable,1,3,473611.94,0.42,0.23,52,2026-08-23T11:03:59.325439
8e6e7cf3-9fa8-4599-a9b0-5851d7e7a8a8,CUST_4648,checkout_abandonment,65526.64,upi,high_friction,4,3,90058.34,0.48,0.13,136,2026-08-19T23:03:59.323442
d7b3a5ca-96f9-4c2b-b7f8-1aa2ec3051e4,CUST_9548,overdue_invoice,11001.12,netbanking,forgotten_invoice,3,5,318156.97,0.97,0.44,40,2026-08-23T23:03:59.322451
e12791e2-accc-49ee-a6ba-3f86c675de92,CUST_8179,payment_failure,7966.6,upi,temporary_bank_failure,1,0,182292.25,0.71,0.85,37,2026-08-24T02:03:59.323442
bdad48e9-97bc-4ba5-883d-c766acea1230,CUST_2790,overdue_invoice,41404.68,card,invoice_dispute,0,0,28031.42,0.89,0.73,104,2026-08-21T07:03:59.322451
90d86ab8-8031-4b7a-a835-ba9a52edbd50,CUST_7781,subscription_failure,51525.25,upi,insufficient_funds,3,2,50205.51,0.6,0.37,53,2026-08-23T10:03:59.323442
3cc0d53c-1ca9-4708-8f29-02ba817e8007,CUST_3236,overdue_invoice,98034.34,upi,cash_flow_issue,3,1,276081.27,0.39,0.51,154,2026-08-19T05:03:59.322451
c61461ad-636a-46de-9f9d-890ed57e5e16,CUST_5254,overdue_invoice,72545.38,netbanking,invoice_dispute,2,3,394304.24,0.68,0.85,156,2026-08-19T03:03:59.325439
3511b031-a921-44de-9d91-4f37c2cadb42,CUST_9791,overdue_invoice,50907.76,card,cash_flow_issue,3,3,251023.43,0.7,0.08,103,2026-08-21T08:03:59.324440
1f4535d0-461c-47f0-947e-fd4adfe74121,CUST_3096,subscription_failure,50977.83,netbanking,insufficient_funds,4,1,420478.71,0.88,0.1,76,2026-08-22T11:03:59.324440
23c1ef97-166b-4aed-9247-9164997189fc,CUST_7775,overdue_invoice,9498.86,netbanking,forgotten_invoice,4,5,90705.92,0.6,0.14,140,2026-08-19T19:03:59.325439
dabd267c-7031-40d7-9d42-e252d4f1c2df,CUST_9022,overdue_invoice,34317.59,card,forgotten_invoice,0,2,134319.16,0.83,0.84,77,2026-08-22T10:03:59.322451
22c57c02-f671-4d2a-b79d-28934c3d7edf,CUST_8244,payment_failure,30735.56,card,payment_timeout,4,5,393093.65,0.37,0.46,83,2026-08-22T04:03:59.322451
8aea63e5-7bfb-4026-a108-617d3dc585b8,CUST_9747,overdue_invoice,88340.99,wallet,cash_flow_issue,3,4,91017.87,0.33,0.66,87,2026-08-22T00:03:59.325439
89885e54-9810-4e75-990b-4abb78994963,CUST_7883,checkout_abandonment,70788.7,wallet,high_friction,4,3,204392.09,0.25,0.06,107,2026-08-21T04:03:59.322451
7d97b4d0-e6ff-4645-a4fc-a06d6ca0128e,CUST_7286,checkout_abandonment,30885.31,wallet,payment_method_unavailable,4,3,347024.83,0.35,0.6,108,2026-08-21T03:03:59.324440
10d99a4d-bf68-46e1-bc2d-95186c071395,CUST_5644,checkout_abandonment,6063.24,upi,payment_method_unavailable,3,4,90838.73,0.41,0.64,145,2026-08-19T14:03:59.325439
a8b0b616-4bc6-4763-9838-498e1eb3fd00,CUST_3018,checkout_abandonment,45976.08,wallet,unknown,0,3,358677.17,0.83,0.93,12,2026-08-25T03:03:59.324440
cccab452-8125-4e12-ad52-0a1f6900fe9d,CUST_3732,checkout_abandonment,11826.28,upi,payment_method_unavailable,3,5,228812.8,0.52,0.8,123,2026-08-20T12:03:59.324440
242df074-4afa-4ff3-bc5a-1eb32e8403f3,CUST_1660,checkout_abandonment,45465.75,card,price_hesitation,0,1,426388.61,0.57,0.83,78,2026-08-22T09:03:59.324440
c048ffd0-e678-4466-9e89-6aad05c2f00d,CUST_3580,payment_failure,37672.28,wallet,authentication_failed,0,2,198402.19,0.95,0.32,78,2026-08-22T09:03:59.324440
d11d119f-3c8d-46ba-a108-f2b32ffc3d0b,CUST_1138,payment_failure,86530.68,card,technical_error,3,1,341417.67,0.97,0.17,166,2026-08-18T17:03:59.324440
0159a6af-8a4f-4b19-9033-8ca13da335d2,CUST_3415,subscription_failure,8356.03,upi,authentication_failed,4,4,357438.54,0.92,0.8,133,2026-08-20T02:03:59.324440
eb3bb467-5795-4398-81a2-d2fe5441ebdf,CUST_1579,payment_failure,85939.56,wallet,temporary_bank_failure,2,3,23944.78,0.21,0.18,39,2026-08-24T00:03:59.324440
89e5e494-ed8e-4f6f-be3c-eafd2c68f20d,CUST_8195,subscription_failure,82749.8,upi,authentication_failed,2,4,83795.47,0.26,0.92,146,2026-08-19T13:03:59.322451
5160f9e8-629c-45b7-abf0-965aeb64277b,CUST_5920,payment_failure,46306.8,upi,payment_timeout,4,1,133229.1,0.32,0.26,60,2026-08-23T03:03:59.325439
2778b195-2cf2-459b-aaaf-b80c52a5bdf0,CUST_6437,checkout_abandonment,86940.86,card,payment_method_unavailable,0,2,7852.91,0.86,0.47,116,2026-08-20T19:03:59.325439
e38f56a8-9738-4844-8b04-7639276b70e8,CUST_2077,overdue_invoice,3115.26,netbanking,forgotten_invoice,4,1,185086.67,0.64,0.88,157,2026-08-19T02:03:59.323442
3c8e0ef0-5a20-45d9-9864-d98aa79becb3,CUST_7717,subscription_failure,87035.18,card,mandate_failed,4,3,220712.8,0.9,0.72,4,2026-08-25T11:03:59.322451
d637b9a9-0c49-4cad-98fd-8a7ad7c2121c,CUST_7126,payment_failure,36246.5,card,authentication_failed,4,4,238824.51,0.75,0.71,121,2026-08-20T14:03:59.325439
322254dd-a630-40a7-8c64-bc8051cab3ee,CUST_2800,overdue_invoice,17465.95,card,customer_delay,3,1,310248.17,0.7,0.03,63,2026-08-23T00:03:59.323442
909fc4ac-a343-4bcf-b804-f0a0417fb257,CUST_1417,checkout_abandonment,90018.86,wallet,price_hesitation,4,3,401379.51,0.84,0.68,82,2026-08-22T05:03:59.324440
88803bd7-3838-424e-ad45-bf519f06e743,CUST_1645,subscription_failure,22290.95,netbanking,authentication_failed,1,5,126062.77,0.35,0.9,25,2026-08-24T14:03:59.322451
1d9c528d-7395-4de4-9190-ec92d668c550,CUST_2465,overdue_invoice,65228.6,card,customer_delay,2,5,144335.27,0.8,0.91,16,2026-08-24T23:03:59.323442
c431aa5e-902e-48d4-9fcb-30ef104b83f6,CUST_2650,overdue_invoice,97662.47,netbanking,cash_flow_issue,0,0,230575.22,0.76,0.38,54,2026-08-23T09:03:59.325439
fa68d572-6e22-46eb-927f-135a5bd79308,CUST_3604,checkout_abandonment,91386.56,upi,price_hesitation,4,2,242745.7,0.53,0.52,15,2026-08-25T00:03:59.324440
922e998b-1851-4d72-8725-92239c3432d0,CUST_3848,checkout_abandonment,9575.68,upi,unknown,4,0,178515.63,0.4,0.26,77,2026-08-22T10:03:59.324440
72575979-6195-4a39-8588-74a28b53fbb2,CUST_7637,subscription_failure,73487.69,card,mandate_failed,0,4,363985.26,0.7,0.03,162,2026-08-18T21:03:59.324440
36a58623-d22c-45e4-b0de-19cb26c1f52f,CUST_7987,payment_failure,73124.02,netbanking,payment_timeout,1,3,339319.45,0.62,0.57,62,2026-08-23T01:03:59.325439
fd11f49f-67f8-4859-8035-e0229718eda3,CUST_1665,overdue_invoice,18153.88,wallet,cash_flow_issue,1,5,94301.31,0.75,0.12,132,2026-08-20T03:03:59.324440
249058c0-a580-4c17-a7fd-80dd7f1827d0,CUST_5817,subscription_failure,65616.25,wallet,mandate_failed,2,3,112440.63,0.38,0.37,85,2026-08-22T02:03:59.324440
ee4cfa10-94c5-4033-929a-ab83b1dd6eca,CUST_9715,subscription_failure,8381.37,netbanking,authentication_failed,4,5,258788.42,0.7,0.28,70,2026-08-22T17:03:59.325439
57203f4f-00d4-455f-8c05-44c63e2b6490,CUST_8324,overdue_invoice,40626.06,netbanking,customer_delay,4,3,230088.2,0.39,0.86,23,2026-08-24T16:03:59.324440
5b186543-8e39-4103-a471-134abc4d78cb,CUST_3344,checkout_abandonment,17413.37,card,unknown,4,5,435548.96,0.26,0.5,62,2026-08-23T01:03:59.322451
5b4d6569-8ed4-44d0-b868-8bf45824e58c,CUST_3146,payment_failure,19164.46,netbanking,authentication_failed,3,0,378465.13,0.49,0.27,53,2026-08-23T10:03:59.322451
53b816e0-7dc7-497f-aab9-8bbdc694eeb8,CUST_1246,checkout_abandonment,36362.45,card,price_hesitation,0,1,333680.7,0.24,0.43,163,2026-08-18T20:03:59.325439
22fdc652-d267-4dde-9123-4ffd3bc48139,CUST_4770,subscription_failure,44090.96,card,mandate_failed,1,0,61381.09,0.61,0.02,87,2026-08-22T00:03:59.322451
